date,high,low,close,buy,actual P&L
2014-11-20,1430.41,1418.61,1423.71,1.0,9.088449514062177
2014-11-21,1447.53,1424.16,1447.53,1.0,27.991947082926117
2014-11-24,1456.59,1445.15,1456.59,1.0,17.88743911003644
2014-11-25,1467.97,1455.35,1467.36,1.0,1.2200000000000273
2014-11-26,1474.89,1455.5,1457.81,1.0,-1.3999999999998636
2014-11-27,1467.31,1458.62,1465.96,1.0,3.5299999999999727
2014-11-28,1466.15,1453.77,1461.34,0.0,0.0
2014-12-01,1456.9,1447.78,1450.03,0.0,0.0
2014-12-02,1463.44,1447.97,1450.07,0.0,0.0
2014-12-03,1466.02,1452.13,1464.84,1.0,-2.25
2014-12-04,1471.92,1447.18,1447.82,0.0,0.0
2014-12-05,1474.7,1455.93,1474.7,1.0,20.060000000000173
2014-12-08,1472.66,1466.19,1467.88,0.0,0.0
2014-12-09,1466.47,1447.96,1452.24,1.0,-15.080000000000155
2014-12-10,1462.71,1450.49,1452.8,0.0,0.0
2014-12-11,1459.45,1445.45,1454.45,0.0,0.0
2014-12-12,1450.46,1425.86,1425.86,0.0,0.0
2014-12-15,1438.39,1408.75,1408.75,0.0,0.0
2014-12-16,1414.6,1386.61,1413.58,0.0,0.0
2014-12-17,1409.12,1397.8,1405.35,0.0,0.0
2014-12-18,1441.85,1419.99,1441.85,1.0,43.55941096224683
2014-12-19,1456.51,1435.27,1452.36,1.0,19.90000000000009
2014-12-22,1465.33,1453.66,1461.75,1.0,18.13000000000011
2014-12-23,1472.0,1460.18,1470.49,1.0,17.180000000000064
2014-12-29,1479.37,1470.66,1478.93,1.0,-5.940000000000055
2014-12-30,1476.33,1463.13,1464.55,0.0,0.0
2015-01-02,1472.61,1460.67,1463.78,0.0,0.0
2015-01-05,1467.69,1453.53,1454.81,0.0,0.0
2015-01-07,1441.31,1421.34,1421.34,0.0,0.0
2015-01-08,1458.17,1428.54,1456.72,0.0,0.0
2015-01-09,1460.99,1439.15,1444.46,0.0,0.0
2015-01-12,1460.11,1444.55,1453.64,1.0,21.200000000000045
2015-01-13,1468.85,1449.84,1465.66,1.0,-18.850000000000136
2015-01-14,1459.68,1434.79,1434.79,0.0,0.0
2015-01-15,1458.0,1421.84,1457.36,1.0,34.11000000000013
2015-01-16,1470.47,1447.41,1468.9,0.0,0.0
2015-01-19,1479.81,1466.78,1476.31,1.0,23.60934939472645
2015-01-20,1498.27,1480.62,1491.59,1.0,24.910000000000082
2015-01-21,1501.22,1483.26,1501.22,1.0,22.553696245975743
2015-01-22,1526.46,1501.48,1523.8,1.0,34.45150650869141
2015-01-23,1540.91,1530.36,1536.39,1.0,30.56240700860917
2015-01-26,1554.7,1527.36,1554.7,1.0,-3.020000000000209
2015-01-27,1554.66,1525.44,1533.37,1.0,7.839999999999918
2015-01-28,1562.54,1539.15,1562.54,1.0,37.02000000000021
2015-01-29,1570.84,1550.11,1570.39,1.0,11.079999999999927
2015-01-30,1582.1,1572.55,1573.62,1.0,5.559999999999945
2015-02-02,1579.02,1567.63,1575.95,1.0,19.800000000000182
2015-02-03,1594.63,1581.16,1593.42,1.0,3.3599999999999
2015-02-04,1596.27,1574.0,1579.31,1.0,-7.289999999999964
2015-02-05,1588.32,1572.72,1586.13,1.0,18.532835086197338
2015-02-06,1601.12,1580.99,1599.55,1.0,5.269999999999982
2015-02-09,1593.18,1582.56,1591.4,1.0,5.7124797311321345
2015-02-10,1605.94,1583.04,1602.74,1.0,1.6299999999998818
2015-02-11,1604.97,1589.36,1593.03,0.0,0.0
2015-02-12,1631.27,1594.3,1624.35,1.0,35.61626286194905
2015-02-13,1643.85,1628.48,1642.04,1.0,19.940000000000055
2015-02-16,1644.29,1637.17,1644.29,1.0,-11.049999999999955
2015-02-17,1639.08,1625.19,1630.99,1.0,7.860000000000127
2015-02-18,1652.38,1634.67,1652.15,0.0,0.0
2015-02-19,1662.24,1642.6,1662.24,1.0,12.179999999999836
2015-02-20,1665.07,1652.85,1664.33,1.0,15.956591028894081
2015-02-23,1679.49,1667.68,1679.48,1.0,19.590000000000146
2015-02-24,1685.65,1666.93,1683.92,1.0,-0.75
2015-02-25,1685.67,1675.38,1678.73,1.0,0.9099999999998545
2015-02-26,1686.05,1678.2,1684.83,1.0,15.98870107878588
2015-02-27,1695.37,1679.21,1691.03,1.0,8.642790124617932
2015-03-02,1701.07,1675.98,1686.64,,
2015-03-03,1694.29,1660.29,1661.87,0.0,0.0
2015-03-04,1667.19,1643.62,1664.5,0.0,0.0
2015-03-05,1678.54,1669.11,1669.56,0.0,0.0
2015-03-06,1675.29,1661.65,1662.55,0.0,0.0
2015-03-09,1666.05,1642.46,1660.36,0.0,0.0
2015-03-10,1661.78,1640.25,1641.71,0.0,0.0
2015-03-11,1667.91,1634.8,1663.31,0.0,0.0
2015-03-12,1666.78,1653.24,1661.69,0.0,0.0
2015-03-13,1669.74,1660.47,1665.13,1.0,15.79244732182815
2015-03-16,1690.27,1671.06,1689.67,1.0,10.75
2015-03-17,1691.64,1666.74,1675.88,1.0,4.972593117781571
2015-03-18,1710.17,1674.25,1703.96,1.0,38.57469307043334
2015-03-19,1719.44,1699.31,1707.5,1.0,6.9099999999998545
2015-03-20,1710.92,1696.48,1710.87,1.0,-9.11999999999989
2015-03-23,1708.57,1695.37,1698.38,0.0,0.0
2015-03-24,1704.05,1691.96,1701.29,0.0,0.0
2015-03-25,1705.56,1688.99,1694.39,0.0,0.0
2015-03-26,1675.94,1654.04,1675.61,0.0,0.0
2015-03-27,1681.62,1662.31,1662.56,0.0,0.0
2015-03-30,1687.17,1669.52,1687.17,0.0,0.0
2015-03-31,1689.22,1666.74,1667.73,0.0,0.0
2015-04-01,1677.66,1654.99,1669.49,1.0,7.789999999999964
2015-04-02,1675.57,1668.86,1675.52,0.0,0.0
2015-04-07,1700.63,1687.96,1697.43,1.0,11.25
2015-04-08,1701.58,1686.26,1686.77,1.0,-1.490000000000009
2015-04-09,1695.94,1687.16,1695.94,1.0,13.190000000000055
2015-04-10,1699.98,1692.54,1699.96,0.0,0.0
2015-04-13,1701.08,1688.61,1700.36,1.0,7.172393109194445
2015-04-14,1709.01,1694.98,1701.39,1.0,8.566944822823189
2015-04-15,1714.62,1699.48,1710.61,1.0,-10.460000000000036
2015-04-16,1710.83,1690.93,1690.93,0.0,0.0
2015-04-17,1690.08,1655.72,1655.72,0.0,0.0
2015-04-20,1678.39,1658.88,1678.28,0.0,0.0
2015-04-21,1697.5,1679.36,1694.73,1.0,27.970000000000027
2015-04-22,1713.48,1685.6,1706.25,1.0,-4.960000000000036
2015-04-23,1716.89,1681.26,1689.77,1.0,-7.740000000000009
2015-04-24,1700.23,1689.89,1698.51,0.0,0.0
2015-04-27,1720.02,1697.81,1719.93,1.0,-20.209673631981104
2015-04-28,1715.9,1671.51,1679.52,0.0,0.0
2015-04-29,1691.04,1632.68,1636.18,0.0,0.0
2015-04-30,1642.97,1615.45,1628.04,0.0,0.0
2015-05-04,1644.3,1630.29,1634.1,0.0,0.0
2015-05-05,1640.68,1595.38,1595.48,0.0,0.0
2015-05-06,1602.48,1573.9,1584.18,0.0,0.0
2015-05-07,1594.42,1558.16,1587.65,0.0,0.0
2015-05-08,1619.01,1580.13,1616.45,1.0,29.37999999999988
2015-05-11,1625.17,1607.64,1617.03,1.0,-16.350000000000136
2015-05-12,1609.89,1589.66,1600.1,1.0,4.980000000000018
2015-05-13,1622.03,1603.95,1622.01,0.0,0.0
2015-05-15,1637.11,1615.02,1616.48,0.0,0.0
2015-05-18,1626.79,1611.59,1622.57,1.0,17.398917740169054
2015-05-19,1637.05,1620.76,1633.26,1.0,14.910000000000082
2015-05-20,1637.7,1626.59,1637.48,1.0,8.930000000000064
2015-05-21,1642.19,1627.8,1642.19,1.0,14.1853516592289
2015-05-22,1653.71,1639.39,1648.46,1.0,8.5
2015-05-25,1650.69,1639.1,1650.69,1.0,-9.970000000000027
2015-05-26,1656.98,1636.16,1638.49,0.0,0.0
2015-05-27,1664.16,1637.79,1664.08,1.0,29.968195770634566
2015-05-28,1668.48,1657.99,1667.06,1.0,-19.089999999999918
2015-05-29,1669.13,1644.99,1644.99,1.0,-17.470000000000027
2015-06-01,1656.85,1644.76,1649.59,0.0,0.0
2015-06-02,1657.59,1629.94,1638.65,0.0,0.0
2015-06-03,1650.28,1632.27,1641.69,0.0,0.0
2015-06-04,1639.26,1618.84,1625.02,0.0,0.0
2015-06-05,1616.95,1601.16,1606.45,0.0,0.0
2015-06-08,1608.24,1589.57,1589.57,0.0,0.0
2015-06-09,1594.46,1569.46,1587.84,0.0,0.0
2015-06-10,1613.03,1578.85,1610.38,0.0,0.0
2015-06-11,1618.66,1596.48,1604.89,1.0,-13.050000000000182
2015-06-12,1611.4,1588.43,1597.33,1.0,-26.265200004208737
2015-06-15,1586.38,1561.52,1566.99,0.0,0.0
2015-06-16,1585.8,1548.68,1582.23,0.0,0.0
2015-06-17,1584.27,1565.86,1567.46,0.0,0.0
2015-06-18,1565.23,1538.47,1562.43,0.0,0.0
2015-06-22,1606.62,1581.63,1606.62,1.0,50.883489821697594
2015-06-23,1628.24,1611.54,1620.95,1.0,4.880000000000109
2015-06-24,1627.57,1606.75,1611.5,1.0,-19.830000000000155
2015-06-25,1613.17,1594.9,1601.12,0.0,0.0
2015-06-26,1614.3,1584.03,1608.26,0.0,0.0
2015-06-29,1585.78,1545.58,1559.8,0.0,0.0
2015-06-30,1561.34,1537.93,1541.66,0.0,0.0
2015-07-01,1582.1,1546.42,1575.5,0.0,0.0
2015-07-02,1577.77,1560.63,1562.1,1.0,-21.90000000000009
2015-07-03,1564.29,1544.55,1553.6,1.0,-28.291278099841065
2015-07-06,1539.46,1525.9,1526.94,0.0,0.0
2015-07-07,1541.71,1516.09,1516.12,0.0,0.0
2015-07-08,1528.61,1507.01,1520.88,0.0,0.0
2015-07-09,1552.04,1524.48,1549.59,1.0,46.71079357469307
2015-07-10,1590.54,1570.63,1590.54,1.0,52.455847269223796
2015-07-13,1616.56,1601.14,1614.42,1.0,25.710000000000036
2015-07-14,1616.56,1607.14,1616.25,1.0,-12.450000000000045
2015-07-15,1612.55,1600.4,1601.97,0.0,0.0
2015-07-16,1639.18,1611.19,1636.12,1.0,44.04739744189078
2015-07-17,1648.81,1630.02,1635.47,1.0,14.151779853786365
2015-07-20,1655.82,1641.48,1653.44,1.0,0.9500000000000455
2015-07-21,1658.93,1634.87,1636.42,0.0,0.0
2015-07-22,1633.35,1621.27,1621.27,0.0,0.0
2015-07-23,1636.49,1617.4,1619.81,0.0,0.0
2015-07-24,1626.72,1611.19,1612.8,0.0,0.0
2015-07-27,1608.06,1581.07,1581.33,0.0,0.0
2015-07-28,1594.86,1578.39,1588.22,0.0,0.0
2015-07-29,1603.32,1583.08,1597.86,0.0,0.0
2015-07-30,1609.38,1592.19,1603.5,1.0,17.7800000000002
2015-07-31,1615.64,1600.45,1615.64,1.0,14.779999999999973
2015-08-03,1621.73,1610.49,1618.28,1.0,-3.759999999999991
2015-08-04,1616.9,1606.54,1611.88,1.0,8.23763373139036
2015-08-05,1630.01,1615.63,1627.42,1.0,9.679999999999836
2015-08-06,1627.48,1619.42,1621.56,0.0,0.0
2015-08-07,1622.94,1612.28,1612.28,0.0,0.0
2015-08-10,1636.63,1608.27,1636.54,1.0,2.4400000000000546
2015-08-11,1638.12,1611.61,1614.72,0.0,0.0
2015-08-12,1604.03,1573.12,1575.04,0.0,0.0
2015-08-13,1599.61,1586.29,1594.15,0.0,0.0
2015-08-14,1598.29,1583.34,1586.83,0.0,0.0
2015-08-17,1603.68,1578.41,1592.81,1.0,-3.2999999999999545
2015-08-18,1592.84,1580.39,1583.53,0.0,0.0
2015-08-19,1576.86,1553.27,1553.51,0.0,0.0
2015-08-20,1553.54,1532.96,1534.39,0.0,0.0
2015-08-21,1530.71,1495.36,1495.36,0.0,0.0
2015-08-24,1471.65,1405.01,1428.08,0.0,0.0
2015-08-25,1487.26,1440.98,1483.35,0.0,0.0
2015-08-26,1490.48,1444.63,1458.2,0.0,0.0
2015-08-27,1505.88,1485.67,1502.86,1.0,51.50999999999999
2015-08-28,1509.71,1490.46,1509.71,1.0,-1.7899999999999636
2015-08-31,1504.55,1486.61,1501.07,1.0,-39.850000000000136
2015-09-01,1489.07,1460.67,1469.86,0.0,0.0
2015-09-02,1486.13,1464.41,1471.51,0.0,0.0
2015-09-03,1506.53,1479.13,1500.21,0.0,0.0
2015-09-04,1486.05,1459.49,1461.46,0.0,0.0
2015-09-07,1479.88,1466.2,1471.75,0.0,0.0
2015-09-08,1499.47,1480.67,1488.88,0.0,0.0
2015-09-09,1524.23,1505.99,1507.15,1.0,5.4699999999998
2015-09-10,1505.66,1487.91,1494.35,1.0,-18.74000000000001
2015-09-11,1499.12,1484.18,1488.41,0.0,0.0
2015-09-14,1491.82,1462.76,1467.73,0.0,0.0
2015-09-15,1475.11,1450.57,1469.08,0.0,0.0
2015-09-16,1490.56,1477.59,1483.66,0.0,0.0
2015-09-17,1488.7,1480.37,1486.46,1.0,-24.37359447567701
2015-09-18,1478.69,1446.98,1453.11,0.0,0.0
2015-09-21,1467.57,1443.73,1462.66,0.0,0.0
2015-09-23,1432.38,1416.92,1421.5,0.0,0.0
2015-09-24,1424.2,1378.94,1381.87,0.0,0.0
2015-09-25,1421.63,1401.05,1418.47,0.0,0.0
2015-09-28,1416.08,1389.38,1389.38,0.0,0.0
2015-09-29,1403.3,1369.29,1391.88,1.0,27.50999999999999
2015-09-30,1423.83,1407.34,1416.89,0.0,0.0
2015-10-01,1435.97,1399.34,1404.45,1.0,-4.0300000000002
2015-10-02,1429.38,1396.2,1412.86,1.0,23.164860355153905
2015-10-05,1456.97,1429.65,1456.97,1.0,44.29000000000019
2015-10-06,1464.58,1441.35,1457.15,1.0,-4.960000000000036
2015-10-07,1471.64,1452.01,1452.01,1.0,7.339999999999918
2015-10-08,1464.99,1447.36,1464.49,0.0,0.0
2015-10-09,1490.2,1473.99,1483.74,1.0,23.354970988644254
2015-10-12,1504.6,1472.52,1481.43,1.0,-23.63000000000011
2015-10-13,1483.47,1452.78,1460.11,0.0,0.0
2015-10-14,1455.06,1441.29,1442.75,0.0,0.0
2015-10-15,1453.87,1441.76,1453.87,0.0,0.0
2015-10-16,1469.71,1444.88,1452.36,0.0,0.0
2015-10-19,1466.74,1452.21,1458.0,1.0,14.508185128815057
2015-10-20,1471.82,1449.55,1466.67,1.0,-5.910000000000082
2015-10-21,1463.14,1443.16,1452.09,,
2015-10-22,1485.66,1434.72,1484.47,1.0,37.67000214480504
2015-10-23,1514.85,1486.1,1506.59,1.0,21.690000000000055
2015-10-26,1515.23,1499.29,1506.16,1.0,-19.559999999999945
2015-10-27,1504.08,1485.72,1487.03,0.0,0.0
2015-10-28,1503.22,1482.03,1499.64,0.0,0.0
2015-10-29,1505.98,1484.17,1495.86,0.0,0.0
2015-10-30,1508.45,1496.51,1499.23,1.0,-12.234628872502526
2015-11-02,1509.7,1480.29,1502.44,0.0,0.0
2015-11-03,1508.68,1496.13,1507.45,1.0,7.147101061421154
2015-11-04,1533.95,1512.89,1529.43,1.0,26.049736192256887
2015-11-05,1535.05,1521.13,1523.25,1.0,-2.9400000000000546
2015-11-06,1536.58,1516.54,1526.49,1.0,-11.700000000000045
2015-11-09,1537.25,1511.55,1511.55,0.0,0.0
2015-11-10,1517.85,1488.19,1499.4,0.0,0.0
2015-11-11,1518.3,1503.16,1511.46,0.0,0.0
2015-11-12,1512.61,1487.96,1488.4,0.0,0.0
2015-11-13,1485.56,1469.0,1476.21,0.0,0.0
2015-11-16,1485.68,1458.52,1479.04,0.0,0.0
2015-11-17,1514.33,1479.24,1513.93,1.0,35.1400000000001
2015-11-18,1515.21,1504.38,1514.18,1.0,-1.1600000000000819
2015-11-19,1530.91,1507.83,1512.77,1.0,7.689999999999827
2015-11-20,1525.48,1505.94,1521.87,1.0,3.0299999999999727
2015-11-23,1521.87,1509.27,1515.8,0.0,0.0
2015-11-24,1515.8,1486.74,1488.89,0.0,0.0
2015-11-25,1508.38,1487.95,1506.52,0.0,0.0
2015-11-26,1524.62,1502.3,1522.28,1.0,15.480000000000018
2015-11-27,1527.62,1511.62,1522.0,1.0,16.74921694449813
2015-11-30,1542.12,1515.33,1536.05,1.0,8.519999999999982
2015-12-01,1546.53,1527.45,1530.52,1.0,-2.1800000000000637
2015-12-02,1539.54,1521.64,1533.87,,
2015-12-03,1544.94,1502.41,1502.41,0.0,0.0
2015-12-04,1501.98,1475.79,1485.32,0.0,0.0
2015-12-07,1504.61,1489.62,1494.52,0.0,0.0
2015-12-08,1494.06,1450.44,1454.99,0.0,0.0
2015-12-09,1460.85,1428.62,1440.94,0.0,0.0
2015-12-10,1444.67,1427.59,1433.41,0.0,0.0
2015-12-11,1433.38,1399.9,1401.14,0.0,0.0
2015-12-14,1418.66,1388.78,1389.26,0.0,0.0
2015-12-15,1427.11,1389.26,1426.47,0.0,0.0
2015-12-16,1439.5,1418.87,1428.02,1.0,27.822610577065007
2015-12-17,1461.49,1429.72,1438.32,1.0,-5.389999999999873
2015-12-18,1435.79,1415.12,1422.63,0.0,0.0
2015-12-21,1443.8,1419.13,1419.13,0.0,0.0
2015-12-22,1428.45,1410.24,1413.74,0.0,0.0
2015-12-23,1446.69,1415.01,1446.69,1.0,20.319999999999936
2015-12-28,1451.71,1432.55,1434.06,1.0,6.259999999999991
2015-12-29,1452.95,1435.12,1452.95,1.0,12.759999999999991
2015-12-30,1455.42,1442.17,1446.82,0.0,0.0
2016-01-04,1441.34,1394.27,1394.39,0.0,0.0
2016-01-05,1410.47,1384.05,1387.03,0.0,0.0
2016-01-07,1379.66,1326.7,1357.12,0.0,0.0
2016-01-08,1379.95,1348.76,1348.76,0.0,0.0
2016-01-11,1362.03,1342.68,1348.64,0.0,0.0
2016-01-12,1369.05,1345.67,1351.26,0.0,0.0
2016-01-13,1377.87,1352.61,1360.98,1.0,-8.864736740384615
2016-01-14,1359.08,1326.71,1339.47,0.0,0.0
2016-01-15,1348.51,1296.92,1305.24,0.0,0.0
2016-01-18,1322.59,1300.54,1306.02,0.0,0.0
2016-01-19,1341.73,1311.72,1332.17,0.0,0.0
2016-01-20,1332.17,1289.4,1290.95,0.0,0.0
2016-01-21,1319.81,1283.13,1312.6,1.0,48.410067147126256
2016-01-22,1364.24,1320.14,1361.36,1.0,41.81000000000017
2016-01-25,1367.81,1345.55,1354.41,1.0,14.38000000000011
2016-01-26,1376.12,1332.4,1375.74,1.0,11.179999999999836
2016-01-27,1377.47,1353.64,1365.59,0.0,0.0
2016-01-28,1366.76,1328.28,1333.32,0.0,0.0
2016-01-29,1359.92,1335.93,1356.32,0.0,0.0
2016-02-01,1365.9,1335.14,1342.43,0.0,0.0
2016-02-02,1340.38,1314.19,1320.29,0.0,0.0
2016-02-03,1331.62,1295.5,1305.49,0.0,0.0
2016-02-04,1334.83,1304.83,1333.72,0.0,0.0
2016-02-05,1347.46,1322.68,1330.11,1.0,-35.576240304626026
2016-02-08,1339.6,1273.27,1273.95,0.0,0.0
2016-02-09,1288.52,1253.63,1271.45,0.0,0.0
2016-02-10,1306.17,1272.11,1297.82,0.0,0.0
2016-02-11,1296.34,1247.06,1247.06,0.0,0.0
2016-02-12,1286.67,1248.28,1286.67,1.0,66.41581625745812
2016-02-15,1336.17,1290.62,1336.17,1.0,41.47000000000003
2016-02-16,1349.87,1323.59,1328.14,1.0,34.288643068651936
2016-02-17,1374.25,1329.73,1374.25,1.0,34.83999999999992
2016-02-18,1381.53,1359.83,1362.98,1.0,-18.299999999999955
2016-02-19,1370.44,1349.5,1355.95,1.0,22.75999999999999
2016-02-22,1385.74,1357.32,1385.74,1.0,10.579999999999927
2016-02-23,1385.8,1366.51,1366.53,0.0,0.0
2016-02-24,1368.89,1324.46,1327.85,0.0,0.0
2016-02-25,1360.97,1328.24,1360.97,0.0,0.0
2016-02-26,1378.77,1363.46,1370.8,1.0,11.569999999999936
2016-02-29,1374.57,1345.17,1372.54,1.0,20.65000000000009
2016-03-01,1392.02,1356.57,1391.45,1.0,11.170000000000073
2016-03-02,1401.77,1373.34,1383.71,1.0,-2.0
2016-03-03,1394.48,1384.17,1389.45,1.0,16.90157196444943
2016-03-04,1409.29,1389.95,1403.77,1.0,7.589999999999918
2016-03-07,1403.4,1387.82,1397.04,1.0,-13.190000000000055
2016-03-08,1399.81,1385.51,1390.58,0.0,0.0
2016-03-09,1402.78,1385.18,1398.47,0.0,0.0
2016-03-10,1423.77,1385.06,1385.06,0.0,0.0
2016-03-11,1419.19,1392.07,1418.39,1.0,38.13341635012284
2016-03-14,1431.64,1415.12,1424.19,1.0,-14.440000000000055
2016-03-15,1424.19,1403.12,1403.95,1.0,-31.090000000000146
2016-03-16,1412.49,1386.88,1393.1,0.0,0.0
2016-03-17,1404.08,1362.29,1390.86,0.0,0.0
2016-03-18,1393.22,1371.66,1391.38,0.0,0.0
2016-03-21,1391.77,1374.82,1377.56,0.0,0.0
2016-03-22,1382.44,1354.39,1382.44,0.0,0.0
2016-03-23,1382.63,1362.48,1368.21,0.0,0.0
2016-03-24,1365.17,1345.34,1345.34,0.0,0.0
2016-03-29,1358.13,1339.88,1348.7,0.0,0.0
2016-03-30,1383.41,1348.7,1376.82,1.0,17.0
2016-03-31,1375.54,1362.78,1365.7,1.0,-18.59999999999991
2016-04-01,1360.79,1343.27,1358.22,1.0,-3.8400000000001455
2016-04-04,1370.43,1351.07,1361.86,0.0,0.0
2016-04-05,1361.86,1327.44,1333.85,0.0,0.0
2016-04-06,1349.02,1323.55,1349.02,0.0,0.0
2016-04-07,1349.04,1330.51,1330.84,0.0,0.0
2016-04-08,1365.0,1331.38,1364.94,1.0,37.77999999999997
2016-04-11,1376.37,1353.57,1368.62,1.0,1.6599999999998545
2016-04-12,1368.64,1353.23,1366.6,1.0,19.528889484928868
2016-04-13,1394.82,1368.65,1392.59,1.0,17.50999999999999
2016-04-14,1396.47,1381.52,1384.11,1.0,-11.259999999999991
2016-04-15,1387.11,1379.03,1381.33,1.0,-2.2199999999998
2016-04-18,1386.45,1364.66,1381.89,0.0,0.0
2016-04-19,1413.83,1383.34,1410.87,1.0,33.123045363040546
2016-04-20,1419.8,1404.13,1419.67,1.0,-1.3799999999998818
2016-04-21,1422.79,1402.0,1409.49,1.0,-23.300000000000182
2016-04-22,1408.93,1392.57,1396.37,0.0,0.0
2016-04-25,1401.34,1384.99,1389.57,0.0,0.0
2016-04-26,1399.95,1386.72,1389.8,0.0,0.0
2016-04-27,1395.75,1382.12,1386.78,0.0,0.0
2016-04-28,1391.26,1364.41,1389.61,0.0,0.0
2016-04-29,1389.61,1357.9,1360.71,0.0,0.0
2016-05-02,1365.07,1350.62,1352.91,0.0,0.0
2016-05-03,1353.48,1326.35,1335.39,0.0,0.0
2016-05-04,1336.0,1318.02,1319.17,0.0,0.0
2016-05-06,1317.69,1300.9,1309.17,0.0,0.0
2016-05-09,1336.61,1309.52,1328.2,0.0,0.0
2016-05-10,1342.26,1328.68,1332.58,1.0,-2.0699999999999363
2016-05-11,1338.52,1321.79,1326.13,1.0,-20.299999999999955
2016-05-12,1332.7,1311.3,1312.28,0.0,0.0
2016-05-13,1325.85,1304.86,1323.18,0.0,0.0
2016-05-16,1336.63,1311.61,1336.14,1.0,21.383472373780023
2016-05-17,1348.46,1327.55,1331.71,1.0,4.789999999999964
2016-05-18,1340.96,1322.26,1340.93,1.0,-9.910000000000082
2016-05-19,1340.75,1321.8,1321.8,0.0,0.0
2016-05-20,1342.99,1322.23,1342.68,1.0,17.170000000000073
2016-05-23,1345.52,1332.03,1338.97,0.0,0.0
2016-05-24,1358.68,1327.56,1357.1,1.0,26.471976218830378
2016-05-25,1370.45,1358.24,1367.07,1.0,19.050000000000182
2016-05-26,1376.44,1364.17,1376.15,1.0,9.430000000000064
2016-05-27,1379.2,1370.39,1376.5,1.0,3.6499999999998636
2016-05-30,1380.44,1371.69,1379.8,1.0,-7.019999999999982
2016-05-31,1383.38,1368.53,1369.48,0.0,0.0
2016-06-01,1369.58,1351.9,1356.75,0.0,0.0
2016-06-02,1364.12,1354.94,1359.14,0.0,0.0
2016-06-03,1369.68,1338.94,1345.44,0.0,0.0
2016-06-07,1369.03,1346.99,1367.15,1.0,16.049999999999955
2016-06-08,1366.56,1359.11,1361.49,0.0,0.0
2016-06-09,1362.45,1343.22,1344.0,0.0,0.0
2016-06-10,1343.15,1313.36,1315.06,0.0,0.0
2016-06-13,1312.79,1290.37,1294.51,0.0,0.0
2016-06-14,1294.32,1270.16,1273.97,0.0,0.0
2016-06-15,1306.89,1275.89,1304.09,0.0,0.0
2016-06-16,1301.27,1270.71,1278.71,0.0,0.0
2016-06-17,1300.27,1280.58,1298.38,1.0,37.17377219376954
2016-06-20,1340.36,1301.39,1340.29,1.0,46.20999999999981
2016-06-21,1346.92,1331.5,1344.59,1.0,14.309999999999945
2016-06-22,1357.91,1338.65,1354.6,1.0,16.1400000000001
2016-06-23,1366.98,1347.43,1360.73,1.0,-63.82964427424258
2016-06-27,1353.23,1240.68,1246.1,0.0,0.0
2016-06-28,1290.36,1247.0,1278.52,0.0,0.0
2016-06-29,1309.62,1280.69,1309.57,0.0,0.0
2016-06-30,1324.38,1300.69,1323.57,1.0,30.690000000000055
2016-07-01,1342.18,1325.17,1340.26,1.0,1.9700000000000273
2016-07-04,1345.73,1324.86,1325.54,1.0,-37.25
2016-07-05,1324.93,1300.46,1303.01,0.0,0.0
2016-07-06,1303.68,1275.23,1284.58,0.0,0.0
2016-07-07,1313.45,1285.06,1305.33,0.0,0.0
2016-07-08,1326.76,1300.27,1326.21,1.0,38.4668644835383
2016-07-11,1351.36,1328.73,1350.09,1.0,28.299999999999955
2016-07-12,1358.76,1346.39,1354.51,1.0,6.259999999999991
2016-07-13,1363.4,1351.76,1356.35,1.0,10.410000000000082
2016-07-14,1369.72,1356.79,1364.92,1.0,16.450000000000045
2016-07-15,1377.4,1361.11,1372.8,1.0,12.96236962369153
2016-07-18,1380.06,1360.12,1368.25,1.0,-0.8999999999998636
2016-07-19,1378.72,1360.79,1371.9,1.0,11.892109640027911
2016-07-20,1386.72,1373.65,1386.59,1.0,17.536747807031134
2016-07-21,1390.46,1373.42,1381.7,1.0,-9.11999999999989
2016-07-22,1382.08,1372.16,1377.47,1.0,10.202254073836684
2016-07-25,1397.03,1381.26,1385.97,0.0,0.0
2016-07-26,1389.95,1375.75,1382.73,0.0,0.0
2016-07-27,1395.87,1383.69,1387.51,1.0,8.1866581355373
2016-07-28,1393.07,1379.78,1382.08,0.0,0.0
2016-07-29,1389.83,1382.09,1386.66,,
2016-08-01,1395.74,1374.81,1379.46,0.0,0.0
2016-08-02,1380.37,1357.43,1358.62,0.0,0.0
2016-08-03,1362.28,1347.09,1352.34,0.0,0.0
2016-08-04,1366.35,1354.03,1365.85,0.0,0.0
2016-08-05,1381.16,1366.14,1378.83,1.0,19.830000000000155
2016-08-08,1388.44,1379.79,1385.68,1.0,17.135359533392375
2016-08-09,1411.35,1382.87,1411.35,1.0,20.309999999999945
2016-08-10,1410.43,1403.96,1405.99,1.0,5.550000000000182
2016-08-11,1416.9,1401.14,1416.9,1.0,8.220000000000027
2016-08-12,1419.81,1410.84,1414.21,0.0,0.0
2016-08-15,1424.7,1413.82,1421.58,1.0,-7.9500000000000455
2016-08-16,1419.66,1405.13,1406.26,0.0,0.0
2016-08-17,1411.33,1389.75,1392.05,0.0,0.0
2016-08-18,1405.31,1392.74,1403.02,0.0,0.0
2016-08-19,1405.77,1386.7,1393.61,0.0,0.0
2016-08-22,1403.66,1387.99,1391.47,0.0,0.0
2016-08-23,1408.92,1392.48,1406.55,1.0,19.778285300445987
